sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,South Asian,max_ancestry,assigned_group
HG03380,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03382,MSL,African,kg,,African,yes,yes,0.999958,1e-05,1e-05,1.2e-05,1e-05,0.999958,African
HG03385,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03388,MSL,African,kg,,African,yes,yes,0.999956,1e-05,1.4e-05,1e-05,1e-05,0.999956,African
HG03391,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03394,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03397,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03401,MSL,African,kg,,African,yes,yes,0.999956,1.4e-05,1e-05,1e-05,1e-05,0.999956,African
HG03410,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03419,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03428,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03432,MSL,African,kg,,African,yes,yes,0.999953,1e-05,1.7e-05,1e-05,1e-05,0.999953,African
HG03433,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03436,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03437,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03438,MSL,African,kg,,,yes,no,,,,,,,
HG03439,MSL,African,kg,,African,yes,yes,0.999952,1e-05,1e-05,1.8e-05,1e-05,0.999952,African
HG03442,MSL,African,kg,,African,yes,yes,0.999952,1e-05,1.8e-05,1e-05,1e-05,0.999952,African
HG03445,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03446,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03449,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03451,MSL,African,kg,,African,yes,yes,0.999954,1e-05,1.6e-05,1e-05,1e-05,0.999954,African
HG03452,MSL,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
HG03453,MSL,African,kg,,,yes,no,,,,,,,
HG03454,MSL,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03455,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03456,MSL,African,kg,,,yes,no,,,,,,,
HG03457,MSL,African,kg,,African,yes,no,,,,,,,
HG03458,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03460,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03461,MSL,African,kg,,African,yes,yes,0.999959,1e-05,1.1e-05,1e-05,1e-05,0.999959,African
HG03464,MSL,African,kg,,African,yes,yes,0.999956,1.4e-05,1e-05,1e-05,1e-05,0.999956,African
HG03469,MSL,African,kg,,African,yes,yes,0.999959,1e-05,1e-05,1.1e-05,1e-05,0.999959,African
HG03470,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03472,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03473,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03476,MSL,African,kg,,African,yes,yes,0.999958,1.2e-05,1e-05,1e-05,1e-05,0.999958,African
HG03478,MSL,African,kg,,African,yes,no,,,,,,,
HG03479,MSL,African,kg,,African,yes,yes,0.999951,1.9e-05,1e-05,1e-05,1e-05,0.999951,African
HG03480,MSL,African,kg,,,yes,no,,,,,,,
HG03484,MSL,African,kg,,African,yes,no,,,,,,,
HG03485,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03486,MSL,African,kg,,,yes,no,,,,,,,
HG03487,PJL,South Asian,kg,,,no,yes,1e-05,0.014439,0.002834,0.135796,0.84692,0.84692,South Asian
HG03488,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.004916,0.004385,0.148622,0.842067,0.842067,South Asian
HG03489,PJL,South Asian,kg,,,no,no,,,,,,,
HG03490,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.009573,1e-05,0.196596,0.793811,0.793811,South Asian
HG03491,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.009486,0.020343,0.064049,0.906112,0.906112,South Asian
HG03492,PJL,South Asian,kg,,,no,no,,,,,,,
HG03499,ESN,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03511,ESN,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03514,ESN,African,kg,,African,yes,yes,0.999954,1e-05,1.6e-05,1e-05,1e-05,0.999954,African
HG03515,ESN,African,kg,,African,yes,yes,0.999959,1e-05,1.1e-05,1e-05,1e-05,0.999959,African
HG03516,ESN,African,kg,,,yes,no,,,,,,,
HG03517,ESN,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03518,ESN,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03519,ESN,African,kg,,,yes,no,,,,,,,
HG03520,ESN,African,kg,,African,yes,yes,0.999958,1.2e-05,1e-05,1e-05,1e-05,0.999958,African
HG03521,ESN,African,kg,,African,yes,yes,0.999955,1.5e-05,1e-05,1e-05,1e-05,0.999955,African
HG03522,ESN,African,kg,,,yes,no,,,,,,,
HG03538,GWD,African,kg,,African,no,yes,0.993887,1.9e-05,0.006072,1.2e-05,1e-05,0.993887,African
HG03539,GWD,African,kg,,African,no,yes,0.964277,1e-05,0.000655,0.035048,1e-05,0.964277,African
HG03540,GWD,African,kg,,,no,no,,,,,,,
HG03547,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03548,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03556,MSL,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
HG03557,MSL,African,kg,,African,yes,yes,0.999955,1.5e-05,1e-05,1e-05,1e-05,0.999955,African
HG03558,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03559,MSL,African,kg,,African,yes,yes,0.999956,1e-05,1.4e-05,1e-05,1e-05,0.999956,African
HG03563,MSL,African,kg,,African,yes,yes,0.999544,1e-05,0.000426,1e-05,1e-05,0.999544,African
HG03565,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03567,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03571,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03572,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03574,MSL,African,kg,,,yes,no,,,,,,,
HG03575,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03576,MSL,African,kg,,,yes,no,,,,,,,
HG03577,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03578,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03579,MSL,African,kg,,,yes,no,,,,,,,
HG03582,MSL,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03583,MSL,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
HG03584,MSL,African,kg,,,yes,no,,,,,,,
HG03585,BEB,South Asian,kg,,South Asian,no,yes,0.003167,0.002352,0.143774,0.016644,0.834062,0.834062,South Asian
HG03589,BEB,South Asian,kg,,South Asian,no,yes,0.004458,0.002097,0.1198,0.023062,0.850582,0.850582,South Asian
HG03593,BEB,South Asian,kg,,South Asian,no,yes,0.00101,0.014772,0.111968,0.009824,0.862425,0.862425,South Asian
HG03594,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.009665,0.133712,0.02534,0.831274,0.831274,South Asian
HG03595,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.010276,0.144861,0.025978,0.818875,0.818875,South Asian
HG03596,BEB,South Asian,kg,,,no,no,,,,,,,
HG03598,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.005662,0.144463,0.03391,0.815956,0.815956,South Asian
HG03600,BEB,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.053592,1e-05,0.946378,0.946378,South Asian
HG03603,BEB,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.140961,0.02228,0.836739,0.836739,South Asian
HG03604,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.007028,0.112077,0.020835,0.860051,0.860051,South Asian
HG03605,BEB,South Asian,kg,,,no,no,,,,,,,
HG03606,BEB,South Asian,kg,,,no,yes,0.007061,0.007637,0.184287,0.025873,0.775141,0.775141,South Asian
HG03607,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.003582,0.148838,0.021215,0.826355,0.826355,South Asian
HG03611,BEB,South Asian,kg,,South Asian,no,yes,0.002163,0.011118,0.13137,0.031416,0.823932,0.823932,South Asian
HG03615,BEB,South Asian,kg,,South Asian,no,yes,0.004574,0.003955,0.139598,0.033729,0.818144,0.818144,South Asian
HG03616,BEB,South Asian,kg,,South Asian,no,yes,8.5e-05,0.005133,0.131491,0.01589,0.847402,0.847402,South Asian
HG03617,BEB,South Asian,kg,,,no,no,,,,,,,
HG03618,PJL,South Asian,kg,,,no,yes,0.002682,0.005162,1e-05,0.177953,0.814194,0.814194,South Asian
HG03619,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.02218,1e-05,0.266462,0.711338,0.711338,South Asian
HG03620,PJL,South Asian,kg,,,no,no,,,,,,,
HG03624,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.002027,1e-05,0.230538,0.767415,0.767415,South Asian
HG03625,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,1e-05,0.26406,0.73591,0.73591,South Asian
HG03626,PJL,South Asian,kg,,,no,no,,,,,,,
HG03629,PJL,South Asian,kg,,South Asian,no,yes,0.000547,0.00656,0.001494,0.191978,0.799421,0.799421,South Asian
HG03631,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.009634,0.00177,0.161135,0.827451,0.827451,South Asian
HG03633,PJL,South Asian,kg,,,no,yes,1e-05,0.003976,0.01324,0.109955,0.872819,0.872819,South Asian
HG03634,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.007183,1e-05,0.228375,0.764421,0.764421,South Asian
HG03635,PJL,South Asian,kg,,,no,no,,,,,,,
HG03636,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.010931,0.014705,0.151614,0.82274,0.82274,South Asian
HG03639,PJL,South Asian,kg,,,no,yes,1e-05,0.012808,0.021202,0.019724,0.946256,0.946256,South Asian
HG03640,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.057936,0.028551,0.913494,0.913494,South Asian
HG03641,PJL,South Asian,kg,,,no,no,,,,,,,
HG03642,STU,South Asian,kg,,South Asian,yes,yes,0.003458,1e-05,0.060071,1e-05,0.936451,0.936451,South Asian
HG03643,STU,South Asian,kg,,South Asian,yes,yes,0.006223,0.005319,0.03427,1e-05,0.954178,0.954178,South Asian
HG03644,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1.4e-05,0.038324,1e-05,0.961642,0.961642,South Asian
HG03645,STU,South Asian,kg,,South Asian,yes,yes,8.9e-05,1e-05,0.043647,1.2e-05,0.956242,0.956242,South Asian
HG03646,STU,South Asian,kg,,South Asian,yes,yes,0.002771,1e-05,0.042421,1e-05,0.954788,0.954788,South Asian
HG03649,PJL,South Asian,kg,,South Asian,no,yes,0.003485,0.017355,0.018492,0.126122,0.834545,0.834545,South Asian
HG03650,PJL,South Asian,kg,,,no,yes,1e-05,0.012352,0.014675,0.134894,0.838069,0.838069,South Asian
HG03651,PJL,South Asian,kg,,,no,no,,,,,,,
HG03652,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.020313,0.083637,0.89603,0.89603,South Asian
HG03653,PJL,South Asian,kg,,South Asian,no,yes,0.001532,0.015242,0.008602,0.087146,0.887478,0.887478,South Asian
HG03654,PJL,South Asian,kg,,,no,no,,,,,,,
HG03660,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.00541,0.042948,0.050249,0.901383,0.901383,South Asian
HG03663,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1.9e-05,0.03613,1e-05,0.963831,0.963831,South Asian
HG03667,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.068939,1e-05,0.931031,0.931031,South Asian
HG03668,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.020029,0.023761,0.098793,0.857407,0.857407,South Asian
HG03669,PJL,South Asian,kg,,,no,no,,,,,,,
HG03672,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1.1e-05,0.016932,1e-05,0.983037,0.983037,South Asian
HG03673,STU,South Asian,kg,,South Asian,yes,yes,0.010292,0.001597,0.029189,0.004428,0.954494,0.954494,South Asian
HG03679,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.040932,1e-05,0.959038,0.959038,South Asian
HG03680,STU,South Asian,kg,,South Asian,yes,yes,0.00494,0.00136,0.030402,1e-05,0.963287,0.963287,South Asian
HG03681,STU,South Asian,kg,,South Asian,yes,yes,0.006372,1e-05,0.03851,1e-05,0.955098,0.955098,South Asian
HG03682,STU,South Asian,kg,,,yes,yes,0.020739,1e-05,0.06218,0.007711,0.90936,0.90936,South Asian
HG03683,STU,South Asian,kg,,,yes,no,,,,,,,
HG03684,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.074099,1e-05,0.925871,0.925871,South Asian
HG03685,STU,South Asian,kg,,South Asian,yes,yes,0.000948,1e-05,0.04215,1e-05,0.956882,0.956882,South Asian
HG03686,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.053956,1e-05,0.946014,0.946014,South Asian
HG03687,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.035925,1e-05,0.964045,0.964045,South Asian
HG03688,STU,South Asian,kg,,,yes,no,,,,,,,
HG03689,STU,South Asian,kg,,South Asian,yes,yes,0.002498,1e-05,0.036846,1e-05,0.960636,0.960636,South Asian
HG03690,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.024048,1e-05,0.975922,0.975922,South Asian
HG03691,STU,South Asian,kg,,South Asian,yes,yes,0.005301,1e-05,0.058669,1e-05,0.93601,0.93601,South Asian
HG03692,STU,South Asian,kg,,South Asian,yes,yes,0.010363,1e-05,0.04717,1e-05,0.942447,0.942447,South Asian
HG03693,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.049508,1e-05,0.950462,0.950462,South Asian
HG03694,STU,South Asian,kg,,South Asian,yes,yes,0.001544,0.002627,0.09842,0.130508,0.766902,0.766902,South Asian
HG03695,STU,South Asian,kg,,South Asian,yes,yes,1e-05,0.002881,0.03741,1e-05,0.959689,0.959689,South Asian
HG03696,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.038432,1e-05,0.961538,0.961538,South Asian
HG03697,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.037037,0.003487,0.959456,0.959456,South Asian
HG03698,STU,South Asian,kg,,South Asian,yes,yes,0.001446,1e-05,0.052901,1e-05,0.945633,0.945633,South Asian
HG03699,PJL,South Asian,kg,,,no,yes,1e-05,0.004473,0.058004,0.033419,0.904094,0.904094,South Asian
HG03700,PJL,South Asian,kg,,,no,yes,0.00026,0.00513,0.03811,0.080551,0.875949,0.875949,South Asian
HG03701,PJL,South Asian,kg,,,no,no,,,,,,,
HG03702,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.010273,0.035374,0.05223,0.902112,0.902112,South Asian
HG03703,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.012098,0.022251,0.067469,0.898172,0.898172,South Asian
HG03704,PJL,South Asian,kg,,,no,no,,,,,,,
HG03705,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.005451,0.040224,0.028684,0.925631,0.925631,South Asian
HG03706,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.007115,0.019337,0.039506,0.934032,0.934032,South Asian
HG03707,PJL,South Asian,kg,,,no,no,,,,,,,
HG03708,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.012893,0.008372,0.129113,0.849612,0.849612,South Asian
HG03709,PJL,South Asian,kg,,South Asian,no,yes,0.000927,0.009937,0.042277,0.056801,0.890058,0.890058,South Asian
HG03710,PJL,South Asian,kg,,,no,no,,,,,,,
HG03711,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.027883,1e-05,0.972087,0.972087,South Asian
HG03713,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.009647,0.006967,0.098087,0.885289,0.885289,South Asian
HG03714,ITU,South Asian,kg,,South Asian,yes,yes,0.005083,0.009808,1e-05,0.102658,0.882442,0.882442,South Asian
HG03716,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.014586,1e-05,0.094271,0.891122,0.891122,South Asian
HG03717,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.01861,1e-05,0.98136,0.98136,South Asian
HG03718,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.021829,1e-05,0.978141,0.978141,South Asian
HG03719,ITU,South Asian,kg,,,yes,no,,,,,,,
HG03720,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1.1e-05,0.065973,1.1e-05,0.933994,0.933994,South Asian
HG03721,ITU,South Asian,kg,,,yes,yes,0.004801,1e-05,0.014216,1e-05,0.980963,0.980963,South Asian
HG03722,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1.3e-05,0.048996,1e-05,0.950971,0.950971,South Asian
HG03725,ITU,South Asian,kg,,,yes,yes,1e-05,1e-05,0.040022,1e-05,0.959948,0.959948,South Asian
HG03727,ITU,South Asian,kg,,South Asian,yes,yes,0.001245,1e-05,0.018517,1e-05,0.980218,0.980218,South Asian
HG03729,ITU,South Asian,kg,,South Asian,yes,yes,0.004309,1e-05,0.008441,1e-05,0.98723,0.98723,South Asian
HG03730,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.077506,1e-05,0.922464,0.922464,South Asian
HG03731,ITU,South Asian,kg,,South Asian,yes,yes,0.000504,1e-05,0.014969,0.016191,0.968327,0.968327,South Asian
HG03732,ITU,South Asian,kg,,,yes,no,,,,,,,
HG03733,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1.7e-05,0.039392,1e-05,0.96057,0.96057,South Asian
HG03736,STU,South Asian,kg,,South Asian,yes,yes,0.00189,1e-05,0.050862,1e-05,0.947228,0.947228,South Asian
HG03738,STU,South Asian,kg,,South Asian,yes,yes,1e-05,0.001104,0.021036,1e-05,0.97784,0.97784,South Asian
HG03740,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.045815,1e-05,0.954155,0.954155,South Asian
HG03741,STU,South Asian,kg,,South Asian,yes,yes,0.000892,1e-05,0.05081,1e-05,0.948278,0.948278,South Asian
HG03742,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.0616,1e-05,0.93837,0.93837,South Asian
HG03743,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.112961,1e-05,0.887009,0.887009,South Asian
HG03744,STU,South Asian,kg,,South Asian,yes,yes,0.004096,1e-05,0.065109,1e-05,0.930775,0.930775,South Asian
HG03745,STU,South Asian,kg,,South Asian,yes,yes,0.001797,0.011061,0.023251,1e-05,0.963881,0.963881,South Asian
HG03746,STU,South Asian,kg,,South Asian,yes,yes,1e-05,0.009671,0.007213,0.115553,0.867553,0.867553,South Asian
HG03750,STU,South Asian,kg,,South Asian,yes,yes,0.003793,1e-05,0.039159,1e-05,0.957028,0.957028,South Asian
HG03752,STU,South Asian,kg,,South Asian,yes,yes,0.005158,1e-05,0.021743,1e-05,0.973079,0.973079,South Asian
HG03753,STU,South Asian,kg,,South Asian,yes,yes,0.004618,1e-05,0.046009,1e-05,0.949353,0.949353,South Asian
HG03754,STU,South Asian,kg,,South Asian,yes,no,,,,,,,
HG03755,STU,South Asian,kg,,South Asian,yes,yes,0.00117,1e-05,0.047232,1e-05,0.951578,0.951578,South Asian
HG03756,STU,South Asian,kg,,South Asian,yes,yes,0.005168,1e-05,0.024394,1e-05,0.970417,0.970417,South Asian
HG03757,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.079657,1e-05,0.920313,0.920313,South Asian
HG03760,STU,South Asian,kg,,South Asian,yes,yes,0.004083,1e-05,0.04429,1e-05,0.951607,0.951607,South Asian
HG03761,PJL,South Asian,kg,,,no,yes,0.006404,0.002363,0.013724,0.095242,0.882266,0.882266,South Asian
HG03762,PJL,South Asian,kg,,South Asian,no,yes,0.011181,1e-05,0.046578,0.029367,0.912864,0.912864,South Asian
HG03763,PJL,South Asian,kg,,,no,no,,,,,,,
HG03765,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.003898,0.00582,0.185133,0.80514,0.80514,South Asian
HG03767,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,1e-05,0.304221,0.695749,0.695749,South Asian
HG03770,ITU,South Asian,kg,,South Asian,yes,yes,0.002304,1e-05,0.093289,1e-05,0.904387,0.904387,South Asian
HG03771,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.072134,1e-05,0.927836,0.927836,South Asian
HG03772,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.011412,1e-05,0.988558,0.988558,South Asian
HG03773,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.019062,1e-05,0.980908,0.980908,South Asian
HG03774,ITU,South Asian,kg,,South Asian,yes,yes,0.006757,1e-05,0.015596,1.1e-05,0.977626,0.977626,South Asian
HG03775,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.017824,1e-05,0.982146,0.982146,South Asian
HG03777,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.001952,0.016281,0.004069,0.977689,0.977689,South Asian
HG03778,ITU,South Asian,kg,,South Asian,yes,yes,0.001949,0.0022,0.045618,1e-05,0.950223,0.950223,South Asian
HG03779,ITU,South Asian,kg,,South Asian,yes,yes,0.001997,1e-05,0.035652,0.018296,0.944045,0.944045,South Asian
HG03780,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.001917,0.009358,0.010214,0.978501,0.978501,South Asian
HG03781,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.006243,0.043678,0.005138,0.944931,0.944931,South Asian
HG03782,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,0.001835,0.009968,0.001073,0.987114,0.987114,South Asian
HG03784,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.014458,1e-05,0.985512,0.985512,South Asian
HG03785,ITU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.024052,1e-05,0.975918,0.975918,South Asian
