sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,Oceanian,South Asian,max_ancestry,assigned_group
HG00513,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00514,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00524,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00525,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999941,1.9e-05,1e-05,1e-05,0.999941,East Asian
HG00526,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00530,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00531,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00532,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00533,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00534,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00535,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00536,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00537,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00538,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00542,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00543,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00544,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00551,PUR,American,kg,,,no,yes,0.095569,0.126713,0.01189,0.765807,1e-05,1e-05,0.765807,European
HG00552,PUR,American,kg,,,no,no,,,,,,,,
HG00553,PUR,American,kg,,,no,yes,0.200807,0.173641,1e-05,0.625522,1e-05,1e-05,0.625522,European
HG00554,PUR,American,kg,,,no,yes,0.083293,0.115121,1e-05,0.801556,1e-05,1e-05,0.801556,European
HG00555,PUR,American,kg,,,no,no,,,,,,,,
HG00556,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999948,1.2e-05,1e-05,1e-05,0.999948,East Asian
HG00557,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00558,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00559,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00560,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00561,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00565,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00566,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00567,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00577,CHS,East Asian,kg,,,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00578,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00579,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00580,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00581,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00582,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00583,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00584,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00585,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00589,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00590,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99047,1e-05,0.00949,1e-05,0.99047,East Asian
HG00591,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00592,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,0.005862,0.987744,0.006364,1e-05,1e-05,0.987744,East Asian
HG00593,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999948,1.2e-05,1e-05,1e-05,0.999948,East Asian
HG00594,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00595,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00596,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00597,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00598,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00599,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00607,CHS,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00608,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00609,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00610,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00611,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00612,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00613,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00614,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00615,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00619,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00620,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00621,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00622,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00623,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00625,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00626,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00627,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00628,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00629,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00630,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00631,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00632,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00634,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00635,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00636,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00637,PUR,American,kg,,,no,yes,0.163373,0.128567,0.002294,0.700474,0.005281,1e-05,0.700474,European
HG00638,PUR,American,kg,,,no,yes,0.172586,0.146517,1.1e-05,0.675754,0.005122,1e-05,0.675754,European
HG00639,PUR,American,kg,,,no,no,,,,,,,,
HG00640,PUR,American,kg,,,no,yes,0.080937,0.098701,0.006821,0.803982,1e-05,0.00955,0.803982,European
HG00641,PUR,American,kg,,,no,yes,0.087816,0.160242,1e-05,0.751912,1e-05,1e-05,0.751912,European
HG00642,PUR,American,kg,,,no,no,,,,,,,,
HG00650,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00651,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00652,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00653,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999942,1.8e-05,1e-05,1e-05,0.999942,East Asian
HG00654,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00655,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00656,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.998578,1e-05,0.001382,1e-05,0.998578,East Asian
HG00657,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00658,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00662,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00663,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00664,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00671,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.998359,1e-05,0.001601,1e-05,0.998359,East Asian
HG00672,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.998059,1e-05,0.001901,1e-05,0.998059,East Asian
HG00673,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00674,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00675,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00683,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00684,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999461,1e-05,0.000499,1e-05,0.999461,East Asian
HG00685,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00689,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00690,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.997271,1e-05,0.002689,1e-05,0.997271,East Asian
HG00691,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00692,CHS,East Asian,kg,,East Asian,yes,yes,1.1e-05,1e-05,0.999949,1e-05,1e-05,1e-05,0.999949,East Asian
HG00693,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00694,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00698,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00699,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00700,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00701,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999946,1e-05,1e-05,1e-05,0.999946,East Asian
HG00702,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00703,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00704,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00705,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00706,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00707,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00708,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00709,CHS,East Asian,kg,,,yes,no,,,,,,,,
HG00717,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00728,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00729,CHS,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00731,PUR,American,kg,,,no,yes,0.036282,0.06283,0.001817,0.899052,1e-05,1e-05,0.899052,European
HG00732,PUR,American,kg,,,no,yes,0.061082,0.101365,0.012594,0.815981,0.008967,1e-05,0.815981,European
HG00733,PUR,American,kg,,,no,no,,,,,,,,
HG00734,PUR,American,kg,,,no,yes,0.10158,0.192757,0.001474,0.70417,1e-05,1e-05,0.70417,European
HG00735,PUR,American,kg,,,no,no,,,,,,,,
HG00736,PUR,American,kg,,,no,yes,0.057639,0.102739,1e-05,0.834412,0.00519,1e-05,0.834412,European
HG00737,PUR,American,kg,,,no,yes,0.082306,0.092882,1e-05,0.819166,0.005625,1e-05,0.819166,European
HG00738,PUR,American,kg,,,no,no,,,,,,,,
HG00739,PUR,American,kg,,,no,yes,0.050606,0.053283,1e-05,0.896081,1e-05,1e-05,0.896081,European
HG00740,PUR,American,kg,,,no,yes,0.114468,0.149765,1e-05,0.734413,0.001334,1e-05,0.734413,European
HG00741,PUR,American,kg,,,no,no,,,,,,,,
HG00742,PUR,American,kg,,,no,yes,0.062197,0.044372,1.8e-05,0.893394,1e-05,1e-05,0.893394,European
HG00743,PUR,American,kg,,,no,yes,0.098442,0.20867,1e-05,0.690858,0.002011,1e-05,0.690858,European
HG00759,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999718,1e-05,0.000242,1e-05,0.999718,East Asian
HG00766,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.992173,1e-05,0.007787,1e-05,0.992173,East Asian
HG00844,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.994115,1e-05,0.005845,1e-05,0.994115,East Asian
HG00851,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG00864,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.994638,1e-05,0.005322,1e-05,0.994638,East Asian
HG00867,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99638,1e-05,0.00358,1e-05,0.99638,East Asian
HG00879,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99041,1e-05,0.00955,1e-05,0.99041,East Asian
HG00881,CDX,East Asian,kg,,East Asian,yes,no,,,,,,,,
HG00956,CDX,East Asian,kg,,East Asian,yes,yes,0.001072,1e-05,0.989441,1e-05,0.009457,1e-05,0.989441,East Asian
HG00978,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.992018,1e-05,0.007942,1e-05,0.992018,East Asian
HG00982,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
HG01028,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.998099,1e-05,0.001861,1e-05,0.998099,East Asian
HG01029,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.993921,1e-05,0.006039,1e-05,0.993921,East Asian
HG01031,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.995327,1e-05,0.004633,1e-05,0.995327,East Asian
HG01046,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.996761,1e-05,0.003199,1e-05,0.996761,East Asian
HG01047,PUR,American,kg,,,no,yes,0.086839,0.088574,1e-05,0.824557,1e-05,1e-05,0.824557,European
HG01048,PUR,American,kg,,,no,yes,0.119756,0.135543,1e-05,0.744671,1e-05,1e-05,0.744671,European
HG01049,PUR,American,kg,,,no,yes,0.225867,0.137984,1e-05,0.635174,0.000955,1e-05,0.635174,European
HG01050,PUR,American,kg,,,no,no,,,,,,,,
HG01051,PUR,American,kg,,,no,yes,0.221528,0.182143,1e-05,0.591731,0.00379,0.000798,0.591731,European
HG01052,PUR,American,kg,,,no,yes,0.234217,0.16561,0.007686,0.592467,1e-05,1e-05,0.592467,European
HG01053,PUR,American,kg,,,no,no,,,,,,,,
HG01054,PUR,American,kg,,,no,yes,0.064002,0.152072,1e-05,0.783895,1e-05,1e-05,0.783895,European
HG01055,PUR,American,kg,,,no,yes,0.127916,0.103005,0.003967,0.762818,0.002285,1e-05,0.762818,European
HG01056,PUR,American,kg,,,no,no,,,,,,,,
HG01058,PUR,American,kg,,,no,yes,0.124913,0.149474,1.3e-05,0.720341,0.00525,1e-05,0.720341,European
HG01060,PUR,American,kg,,,no,yes,0.08786,0.100734,0.01401,0.797376,1e-05,1e-05,0.797376,European
HG01061,PUR,American,kg,,,no,yes,0.079068,0.136732,1e-05,0.78417,1e-05,1e-05,0.78417,European
HG01062,PUR,American,kg,,,no,no,,,,,,,,
HG01063,PUR,American,kg,,,no,yes,0.35448,0.126954,0.000643,0.517903,1e-05,1e-05,0.517903,European
HG01064,PUR,American,kg,,,no,yes,0.176761,0.114749,1e-05,0.703939,0.004531,1e-05,0.703939,European
HG01066,PUR,American,kg,,,no,yes,0.073442,0.124692,0.001417,0.800429,1e-05,1e-05,0.800429,European
HG01067,PUR,American,kg,,,no,yes,0.080147,0.136502,0.001172,0.772312,0.009857,1e-05,0.772312,European
HG01068,PUR,American,kg,,,no,no,,,,,,,,
HG01069,PUR,American,kg,,,no,yes,0.093237,0.151496,1e-05,0.755237,1e-05,1e-05,0.755237,European
HG01070,PUR,American,kg,,,no,yes,0.04921,0.147442,1e-05,0.795925,0.007403,1e-05,0.795925,European
HG01071,PUR,American,kg,,,no,no,,,,,,,,
HG01072,PUR,American,kg,,,no,yes,0.094792,0.136412,1e-05,0.768766,1e-05,1e-05,0.768766,European
HG01073,PUR,American,kg,,,no,yes,0.082553,0.145724,1e-05,0.769811,0.001891,1e-05,0.769811,European
HG01074,PUR,American,kg,,,no,no,,,,,,,,
HG01075,PUR,American,kg,,,no,yes,0.091973,0.042088,1e-05,0.856151,0.009767,1e-05,0.856151,European
HG01077,PUR,American,kg,,,no,yes,0.190413,0.173492,0.011485,0.620024,0.004576,1e-05,0.620024,European
HG01079,PUR,American,kg,,,no,yes,0.174487,0.123272,0.000576,0.699986,0.001669,1e-05,0.699986,European
HG01080,PUR,American,kg,,,no,yes,0.082475,0.201728,1e-05,0.710338,0.00544,1e-05,0.710338,European
HG01081,PUR,American,kg,,,no,no,,,,,,,,
HG01082,PUR,American,kg,,,no,yes,0.206237,0.147113,0.002197,0.63574,0.008703,1e-05,0.63574,European
HG01083,PUR,American,kg,,,no,yes,0.09992,0.157679,1e-05,0.741926,0.000454,1e-05,0.741926,European
HG01084,PUR,American,kg,,,no,no,,,,,,,,
HG01085,PUR,American,kg,,,no,yes,0.133953,0.118463,1e-05,0.747553,1e-05,1e-05,0.747553,European
HG01086,PUR,American,kg,,,no,yes,0.135597,0.184975,1e-05,0.679398,1e-05,1e-05,0.679398,European
HG01087,PUR,American,kg,,,no,no,,,,,,,,
HG01088,PUR,American,kg,,,no,yes,0.188366,0.114943,1.1e-05,0.69666,1e-05,1e-05,0.69666,European
HG01089,PUR,American,kg,,,no,yes,0.157305,0.133078,0.002048,0.69642,0.001957,0.009193,0.69642,European
HG01092,PUR,American,kg,,,no,yes,0.258604,0.11379,1e-05,0.62544,0.002146,1e-05,0.62544,European
HG01094,PUR,American,kg,,,no,yes,0.141325,0.118991,1e-05,0.736862,0.002802,1e-05,0.736862,European
HG01095,PUR,American,kg,,,no,yes,0.108521,0.121559,0.007058,0.758989,0.003862,1e-05,0.758989,European
HG01096,PUR,American,kg,,,no,no,,,,,,,,
HG01097,PUR,American,kg,,,no,yes,0.107722,0.142746,1e-05,0.748274,0.001238,1e-05,0.748274,European
HG01098,PUR,American,kg,,,no,yes,0.10427,0.132861,1e-05,0.759598,0.003251,1e-05,0.759598,European
HG01099,PUR,American,kg,,,no,no,,,,,,,,
HG01100,PUR,American,kg,,,no,no,,,,,,,,
HG01101,PUR,American,kg,,,no,yes,0.1506,0.164416,1.2e-05,0.683177,0.001785,1e-05,0.683177,European
HG01102,PUR,American,kg,,,no,yes,0.183044,0.131646,1e-05,0.68528,1e-05,1e-05,0.68528,European
HG01103,PUR,American,kg,,,no,no,,,,,,,,
HG01104,PUR,American,kg,,,no,yes,0.095293,0.116301,0.000214,0.78125,0.004865,0.002078,0.78125,European
HG01105,PUR,American,kg,,,no,yes,0.084029,0.083854,1e-05,0.832087,1e-05,1e-05,0.832087,European
HG01106,PUR,American,kg,,,no,no,,,,,,,,
HG01107,PUR,American,kg,,,no,yes,0.226557,0.106605,0.00956,0.657258,1e-05,1e-05,0.657258,European
HG01108,PUR,American,kg,,,no,yes,0.650652,0.064892,1.1e-05,0.284426,1e-05,1e-05,0.650652,African
HG01109,PUR,American,kg,,,no,no,,,,,,,,
HG01110,PUR,American,kg,,,no,yes,0.123077,0.145253,0.003226,0.728425,1e-05,1e-05,0.728425,European
HG01111,PUR,American,kg,,,no,yes,0.1143,0.131787,0.000821,0.753071,1e-05,1e-05,0.753071,European
HG01112,CLM,American,kg,,,no,yes,0.023359,0.0639,1e-05,0.907062,0.005659,1e-05,0.907062,European
HG01113,CLM,American,kg,,,no,yes,0.010989,0.266702,0.014307,0.707058,0.000934,1e-05,0.707058,European
HG01114,CLM,American,kg,,,no,no,,,,,,,,
HG01119,CLM,American,kg,,,no,yes,0.025572,0.118237,0.002017,0.85222,0.001944,1e-05,0.85222,European
HG01121,CLM,American,kg,,,no,yes,0.052736,0.29564,0.002708,0.636442,0.00381,0.008664,0.636442,European
HG01122,CLM,American,kg,,,no,yes,0.062417,0.226193,1e-05,0.711142,0.000229,1e-05,0.711142,European
HG01124,CLM,American,kg,,,no,yes,0.157285,0.280962,1.8e-05,0.561715,1e-05,1e-05,0.561715,European
HG01125,CLM,American,kg,,,no,yes,0.101851,0.249344,0.002541,0.643147,0.003107,1e-05,0.643147,European
HG01126,CLM,American,kg,,,no,no,,,,,,,,
HG01130,CLM,American,kg,,,no,yes,0.062146,0.241466,1e-05,0.689291,0.007077,1e-05,0.689291,European
HG01131,CLM,American,kg,,,no,yes,0.06825,0.251603,1.3e-05,0.680114,1e-05,1e-05,0.680114,European
HG01133,CLM,American,kg,,,no,yes,0.024037,0.144764,1e-05,0.831169,1e-05,1e-05,0.831169,European
HG01134,CLM,American,kg,,,no,yes,0.123133,0.209177,1e-05,0.662036,0.005634,1e-05,0.662036,European
HG01135,CLM,American,kg,,,no,no,,,,,,,,
HG01136,CLM,American,kg,,,no,yes,0.095217,0.261995,1e-05,0.636174,0.006594,1e-05,0.636174,European
HG01137,CLM,American,kg,,,no,yes,0.026397,0.351618,1.4e-05,0.620313,0.001648,1e-05,0.620313,European
HG01138,CLM,American,kg,,,no,no,,,,,,,,
HG01139,CLM,American,kg,,,no,yes,0.185241,0.295506,1e-05,0.519223,1e-05,1e-05,0.519223,European
HG01140,CLM,American,kg,,,no,yes,0.046576,0.271617,1e-05,0.676956,0.002664,0.002176,0.676956,European
HG01141,CLM,American,kg,,,no,no,,,,,,,,
HG01142,CLM,American,kg,,,no,yes,0.194281,0.343438,0.001985,0.455813,0.004474,1e-05,0.455813,European
HG01148,CLM,American,kg,,,no,yes,0.05684,0.245618,1e-05,0.693485,0.004037,1e-05,0.693485,European
HG01149,CLM,American,kg,,,no,yes,0.110738,0.426368,0.008997,0.448956,0.004931,1e-05,0.448956,European
HG01150,CLM,American,kg,,,no,no,,,,,,,,
HG01161,PUR,American,kg,,,no,yes,0.183538,0.159847,1e-05,0.656584,1e-05,1e-05,0.656584,European
HG01162,PUR,American,kg,,,no,yes,0.106617,0.158374,1e-05,0.731987,0.003001,1e-05,0.731987,European
HG01164,PUR,American,kg,,,no,yes,0.099772,0.115026,1e-05,0.783681,0.001501,1e-05,0.783681,European
HG01167,PUR,American,kg,,,no,yes,0.233168,0.121177,0.009114,0.633341,0.00319,1e-05,0.633341,European
HG01168,PUR,American,kg,,,no,yes,0.039302,0.046986,1e-05,0.884298,1e-05,0.029394,0.884298,European
HG01169,PUR,American,kg,,,no,no,,,,,,,,
HG01170,PUR,American,kg,,,no,yes,0.128204,0.145107,1.6e-05,0.724596,0.002066,1e-05,0.724596,European
HG01171,PUR,American,kg,,,no,yes,0.194841,0.139037,1e-05,0.665422,0.000681,1e-05,0.665422,European
HG01172,PUR,American,kg,,,no,no,,,,,,,,
HG01173,PUR,American,kg,,,no,yes,0.081633,0.045313,0.003266,0.86309,0.006689,1e-05,0.86309,European
HG01174,PUR,American,kg,,,no,yes,0.064775,0.111315,0.008318,0.812405,0.003177,1e-05,0.812405,European
HG01175,PUR,American,kg,,,no,no,,,,,,,,
HG01176,PUR,American,kg,,,no,yes,0.100126,0.155682,1e-05,0.744162,1e-05,1e-05,0.744162,European
HG01177,PUR,American,kg,,,no,yes,0.091128,0.177708,0.008706,0.722437,1e-05,1e-05,0.722437,European
HG01178,PUR,American,kg,,,no,no,,,,,,,,
HG01182,PUR,American,kg,,,no,yes,0.147155,0.145432,1.7e-05,0.707376,1e-05,1e-05,0.707376,European
HG01183,PUR,American,kg,,,no,yes,0.12735,0.157144,1e-05,0.715476,1e-05,1e-05,0.715476,European
HG01184,PUR,American,kg,,,no,no,,,,,,,,
HG01187,PUR,American,kg,,,no,yes,0.197154,0.236709,1e-05,0.566107,1e-05,1e-05,0.566107,European
HG01188,PUR,American,kg,,,no,yes,0.224838,0.210565,0.002446,0.562131,1e-05,1e-05,0.562131,European
HG01189,PUR,American,kg,,,no,no,,,,,,,,
HG01190,PUR,American,kg,,,no,yes,0.166929,0.209345,0.006423,0.616681,0.000612,1e-05,0.616681,European
HG01191,PUR,American,kg,,,no,yes,0.098256,0.18998,1e-05,0.711734,1e-05,1e-05,0.711734,European
HG01192,PUR,American,kg,,,no,no,,,,,,,,
HG01197,PUR,American,kg,,,no,yes,0.068096,0.132643,1.4e-05,0.797038,0.002199,1e-05,0.797038,European
