sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
HG02382,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02383,CDX,East Asian,kg,,East Asian,yes,yes,0.001414,0.998576,1e-05,0.998576,American
HG02384,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02385,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02386,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02389,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02390,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02391,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02392,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02394,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02395,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02396,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02397,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02398,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02399,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02401,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02402,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02406,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02407,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02408,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02409,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02410,CDX,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
HG02419,ACB,African,kg,,,no,yes,0.934161,0.005186,0.060653,0.934161,African
HG02420,ACB,African,kg,,,no,yes,0.564795,1e-05,0.435195,0.564795,African
HG02425,PEL,American,kg,,,no,yes,0.045587,0.497499,0.456914,0.497499,American
HG02427,ACB,African,kg,,,no,yes,0.92004,0.001781,0.078179,0.92004,African
HG02429,ACB,African,kg,,,no,yes,0.90824,1e-05,0.09175,0.90824,African
HG02433,ACB,African,kg,,,no,yes,0.871827,0.012556,0.115617,0.871827,African
HG02439,ACB,African,kg,,,no,yes,0.947769,1e-05,0.052221,0.947769,African
HG02442,ACB,African,kg,,,no,yes,0.983905,0.000513,0.015582,0.983905,African
HG02445,ACB,African,kg,,,no,yes,0.834911,1e-05,0.165079,0.834911,African
HG02449,ACB,African,kg,,,no,yes,0.945136,0.000316,0.054548,0.945136,African
HG02450,ACB,African,kg,,,no,yes,0.919603,1e-05,0.080387,0.919603,African
HG02451,ACB,African,kg,,,no,no,,,,,
HG02455,ACB,African,kg,,,no,yes,0.856597,0.005811,0.137592,0.856597,African
HG02461,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02462,GWD,African,kg,,African,no,yes,0.967092,1e-05,0.032898,0.967092,African
HG02463,GWD,African,kg,,,no,no,,,,,
HG02464,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02465,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02466,GWD,African,kg,,,no,no,,,,,
HG02470,ACB,African,kg,,,no,yes,0.935214,0.003389,0.061398,0.935214,African
HG02471,ACB,African,kg,,,no,yes,0.930313,0.003612,0.066075,0.930313,African
HG02476,ACB,African,kg,,,no,yes,0.839817,0.001957,0.158227,0.839817,African
HG02477,ACB,African,kg,,,no,yes,0.862128,1e-05,0.137862,0.862128,African
HG02479,ACB,African,kg,,,no,no,,,,,
HG02481,ACB,African,kg,,,no,yes,0.905106,0.011987,0.082907,0.905106,African
HG02484,ACB,African,kg,,,no,yes,0.901086,1e-05,0.098904,0.901086,African
HG02485,ACB,African,kg,,,no,yes,0.741621,0.001797,0.256582,0.741621,African
HG02489,ACB,African,kg,,,no,yes,0.87597,1e-05,0.12402,0.87597,African
HG02490,PJL,South Asian,kg,,South Asian,no,yes,0.025218,0.267326,0.707455,0.707455,European
HG02491,PJL,South Asian,kg,,South Asian,no,yes,0.036791,0.296956,0.666252,0.666252,European
HG02492,PJL,South Asian,kg,,,no,no,,,,,
HG02493,PJL,South Asian,kg,,South Asian,no,yes,0.050598,0.255308,0.694093,0.694093,European
HG02494,PJL,South Asian,kg,,South Asian,no,yes,0.038732,0.263014,0.698254,0.698254,European
HG02495,PJL,South Asian,kg,,,no,no,,,,,
HG02496,ACB,African,kg,,,no,yes,0.922871,1e-05,0.077119,0.922871,African
HG02497,ACB,African,kg,,,no,yes,0.952068,1e-05,0.047922,0.952068,African
HG02501,ACB,African,kg,,,no,yes,0.788322,1e-05,0.211668,0.788322,African
HG02502,ACB,African,kg,,,no,yes,0.812576,0.008935,0.178489,0.812576,African
HG02505,ACB,African,kg,,,no,yes,0.90586,1e-05,0.09413,0.90586,African
HG02508,ACB,African,kg,,,no,yes,0.922889,0.006359,0.070752,0.922889,African
HG02511,ACB,African,kg,,,no,yes,0.935518,0.006767,0.057716,0.935518,African
HG02512,KHV,East Asian,kg,,East Asian,no,yes,0.002833,0.997157,1e-05,0.997157,American
HG02513,KHV,East Asian,kg,,East Asian,no,yes,1e-05,0.99998,1e-05,0.99998,American
HG02514,KHV,East Asian,kg,,,no,no,,,,,
HG02521,KHV,East Asian,kg,,East Asian,no,yes,0.005706,0.994284,1e-05,0.994284,American
HG02522,KHV,East Asian,kg,,East Asian,no,yes,0.001256,0.995256,0.003488,0.995256,American
HG02523,KHV,East Asian,kg,,,no,no,,,,,
HG02524,KHV,East Asian,kg,,,no,yes,1e-05,0.99998,1e-05,0.99998,American
HG02525,KHV,East Asian,kg,,,no,yes,0.004891,0.995099,1e-05,0.995099,American
HG02526,KHV,East Asian,kg,,,no,no,,,,,
HG02536,ACB,African,kg,,,no,yes,0.807916,1e-05,0.192074,0.807916,African
HG02537,ACB,African,kg,,,no,yes,0.94664,1e-05,0.05335,0.94664,African
HG02541,ACB,African,kg,,,no,yes,0.814874,1e-05,0.185116,0.814874,African
HG02545,ACB,African,kg,,,no,yes,0.920051,0.005335,0.074614,0.920051,African
HG02546,ACB,African,kg,,,no,yes,0.924728,0.004148,0.071124,0.924728,African
HG02549,ACB,African,kg,,,no,yes,0.965931,0.00143,0.032638,0.965931,African
HG02554,ACB,African,kg,,,no,yes,0.894938,0.004126,0.100936,0.894938,African
HG02555,ACB,African,kg,,,no,yes,0.894253,1e-05,0.105737,0.894253,African
HG02557,ACB,African,kg,,,no,yes,0.929771,0.01048,0.059749,0.929771,African
HG02558,ACB,African,kg,,,no,yes,0.908116,0.001656,0.090228,0.908116,African
HG02561,GWD,African,kg,,African,no,yes,0.978838,1e-05,0.021152,0.978838,African
HG02562,GWD,African,kg,,African,no,yes,0.999826,0.000164,1e-05,0.999826,African
HG02563,GWD,African,kg,,,no,no,,,,,
HG02568,GWD,African,kg,,African,no,yes,0.983775,0.002766,0.013459,0.983775,African
HG02569,GWD,African,kg,,,no,no,,,,,
HG02570,GWD,African,kg,,African,no,yes,0.997233,0.002757,1e-05,0.997233,African
HG02571,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02572,GWD,African,kg,,,no,no,,,,,
HG02573,GWD,African,kg,,African,no,yes,0.983329,0.00286,0.013811,0.983329,African
HG02574,GWD,African,kg,,African,no,yes,0.967968,1e-05,0.032022,0.967968,African
HG02575,GWD,African,kg,,,no,no,,,,,
HG02577,ACB,African,kg,,,no,yes,0.792457,1e-05,0.207533,0.792457,African
HG02580,ACB,African,kg,,,no,yes,0.85329,1e-05,0.1467,0.85329,African
HG02582,GWD,African,kg,,African,no,yes,0.997878,0.002112,1e-05,0.997878,African
HG02583,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02584,GWD,African,kg,,,no,no,,,,,
HG02585,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02586,GWD,African,kg,,African,no,yes,0.997853,0.002137,1e-05,0.997853,African
HG02587,GWD,African,kg,,,no,no,,,,,
HG02588,GWD,African,kg,,African,no,yes,0.994332,1e-05,0.005658,0.994332,African
HG02589,GWD,African,kg,,African,no,yes,0.993245,0.00071,0.006045,0.993245,African
HG02590,GWD,African,kg,,,no,no,,,,,
HG02594,GWD,African,kg,,African,no,yes,0.991557,0.002936,0.005507,0.991557,African
HG02595,GWD,African,kg,,African,no,yes,0.996212,0.003778,1e-05,0.996212,African
HG02596,GWD,African,kg,,,no,no,,,,,
HG02597,PJL,South Asian,kg,,South Asian,no,yes,0.043391,0.229997,0.726612,0.726612,European
HG02600,PJL,South Asian,kg,,South Asian,no,yes,0.051109,0.345882,0.603009,0.603009,European
HG02601,PJL,South Asian,kg,,South Asian,no,yes,0.054616,0.329813,0.615571,0.615571,European
HG02602,PJL,South Asian,kg,,,no,no,,,,,
HG02603,PJL,South Asian,kg,,South Asian,no,yes,0.043732,0.281083,0.675186,0.675186,European
HG02604,PJL,South Asian,kg,,South Asian,no,yes,0.03849,0.257608,0.703902,0.703902,European
HG02605,PJL,South Asian,kg,,,no,no,,,,,
HG02610,GWD,African,kg,,African,no,yes,0.993598,0.006392,1e-05,0.993598,African
HG02611,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02612,GWD,African,kg,,,no,no,,,,,
HG02613,GWD,African,kg,,African,no,yes,0.968375,1e-05,0.031615,0.968375,African
HG02614,GWD,African,kg,,African,no,yes,0.968374,1e-05,0.031616,0.968374,African
HG02615,GWD,African,kg,,,no,no,,,,,
HG02620,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02621,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02622,GWD,African,kg,,,no,no,,,,,
HG02623,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02624,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02625,GWD,African,kg,,,no,no,,,,,
HG02628,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02629,GWD,African,kg,,African,no,yes,0.999492,0.000498,1e-05,0.999492,African
HG02630,GWD,African,kg,,,no,no,,,,,
HG02634,GWD,African,kg,,African,no,yes,0.98328,0.003292,0.013428,0.98328,African
HG02635,GWD,African,kg,,African,no,yes,0.988974,0.002572,0.008453,0.988974,African
HG02636,GWD,African,kg,,,no,no,,,,,
HG02642,GWD,African,kg,,African,no,yes,0.997359,0.002631,1e-05,0.997359,African
HG02643,GWD,African,kg,,African,no,yes,0.983916,1e-05,0.016074,0.983916,African
HG02644,GWD,African,kg,,,no,no,,,,,
HG02645,GWD,African,kg,,African,no,yes,0.995858,0.004132,1e-05,0.995858,African
HG02646,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02647,GWD,African,kg,,,no,no,,,,,
HG02648,PJL,South Asian,kg,,South Asian,no,yes,0.040699,0.232806,0.726495,0.726495,European
HG02649,PJL,South Asian,kg,,South Asian,no,yes,0.031925,0.231194,0.736881,0.736881,European
HG02650,PJL,South Asian,kg,,,no,no,,,,,
HG02651,PJL,South Asian,kg,,South Asian,no,yes,0.039491,0.286915,0.673594,0.673594,European
HG02652,PJL,South Asian,kg,,South Asian,no,yes,0.044533,0.274104,0.681363,0.681363,European
HG02653,PJL,South Asian,kg,,,no,no,,,,,
HG02654,PJL,South Asian,kg,,South Asian,no,yes,0.038584,0.223568,0.737848,0.737848,European
HG02655,PJL,South Asian,kg,,South Asian,no,yes,0.035909,0.237048,0.727043,0.727043,European
HG02656,PJL,South Asian,kg,,,no,no,,,,,
HG02657,PJL,South Asian,kg,,South Asian,no,yes,0.04523,0.314861,0.639909,0.639909,European
HG02658,PJL,South Asian,kg,,South Asian,no,yes,0.048708,0.310598,0.640694,0.640694,European
HG02659,PJL,South Asian,kg,,,no,no,,,,,
HG02660,PJL,South Asian,kg,,South Asian,no,yes,0.039496,0.299809,0.660695,0.660695,European
HG02661,PJL,South Asian,kg,,South Asian,no,yes,0.037294,0.2978,0.664906,0.664906,European
HG02662,PJL,South Asian,kg,,,no,no,,,,,
HG02666,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02667,GWD,African,kg,,African,no,yes,0.9961,0.00389,1e-05,0.9961,African
HG02668,GWD,African,kg,,,no,no,,,,,
HG02675,GWD,African,kg,,African,no,yes,0.999718,0.000272,1e-05,0.999718,African
HG02676,GWD,African,kg,,African,no,yes,0.972318,1e-05,0.027672,0.972318,African
HG02677,GWD,African,kg,,,no,no,,,,,
HG02678,GWD,African,kg,,African,no,yes,0.985262,0.000362,0.014376,0.985262,African
HG02679,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02680,GWD,African,kg,,,no,no,,,,,
HG02681,PJL,South Asian,kg,,South Asian,no,yes,0.04084,0.251712,0.707448,0.707448,European
HG02682,PJL,South Asian,kg,,South Asian,no,yes,0.039439,0.259254,0.701306,0.701306,European
HG02683,PJL,South Asian,kg,,,no,no,,,,,
HG02684,PJL,South Asian,kg,,South Asian,no,yes,0.063789,0.33756,0.59865,0.59865,European
HG02685,PJL,South Asian,kg,,South Asian,no,yes,0.047879,0.355274,0.596848,0.596848,European
HG02686,PJL,South Asian,kg,,,no,no,,,,,
HG02687,PJL,South Asian,kg,,South Asian,no,yes,0.060841,0.3886,0.550559,0.550559,European
HG02688,PJL,South Asian,kg,,South Asian,no,yes,0.048053,0.373741,0.578206,0.578206,European
HG02689,PJL,South Asian,kg,,,no,no,,,,,
HG02690,PJL,South Asian,kg,,South Asian,no,yes,0.039397,0.225496,0.735108,0.735108,European
HG02691,PJL,South Asian,kg,,South Asian,no,yes,0.036979,0.231729,0.731291,0.731291,European
HG02692,PJL,South Asian,kg,,,no,no,,,,,
HG02694,PJL,South Asian,kg,,South Asian,no,yes,0.045462,0.223163,0.731376,0.731376,European
HG02696,PJL,South Asian,kg,,South Asian,no,yes,0.03759,0.333406,0.629004,0.629004,European
HG02697,PJL,South Asian,kg,,South Asian,no,yes,0.03639,0.259761,0.703848,0.703848,European
HG02698,PJL,South Asian,kg,,,no,no,,,,,
HG02699,PJL,South Asian,kg,,South Asian,no,yes,0.045651,0.261393,0.692955,0.692955,European
HG02700,PJL,South Asian,kg,,South Asian,no,yes,0.040318,0.259657,0.700025,0.700025,European
HG02701,PJL,South Asian,kg,,,no,no,,,,,
HG02702,GWD,African,kg,,African,no,yes,0.977692,0.005629,0.016678,0.977692,African
HG02703,GWD,African,kg,,African,no,yes,0.996802,0.003188,1e-05,0.996802,African
HG02704,GWD,African,kg,,,no,no,,,,,
HG02715,GWD,African,kg,,African,no,yes,0.9998,0.00019,1e-05,0.9998,African
HG02716,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02717,GWD,African,kg,,,no,no,,,,,
HG02721,GWD,African,kg,,African,no,yes,0.993632,0.003822,0.002547,0.993632,African
HG02722,GWD,African,kg,,African,no,yes,0.996825,0.003069,0.000106,0.996825,African
HG02723,GWD,African,kg,,,no,no,,,,,
HG02724,PJL,South Asian,kg,,South Asian,no,yes,0.056189,0.391467,0.552344,0.552344,European
HG02725,PJL,South Asian,kg,,South Asian,no,yes,0.050374,0.390688,0.558937,0.558937,European
HG02726,PJL,South Asian,kg,,,no,no,,,,,
HG02727,PJL,South Asian,kg,,South Asian,no,yes,0.053607,0.389824,0.55657,0.55657,European
HG02728,PJL,South Asian,kg,,South Asian,no,yes,0.058455,0.408376,0.533169,0.533169,European
HG02729,PJL,South Asian,kg,,,no,no,,,,,
HG02731,PJL,South Asian,kg,,South Asian,no,yes,0.048282,0.31218,0.639537,0.639537,European
HG02733,PJL,South Asian,kg,,South Asian,no,yes,0.04723,0.258398,0.694372,0.694372,European
HG02734,PJL,South Asian,kg,,South Asian,no,yes,0.04228,0.263364,0.694356,0.694356,European
HG02735,PJL,South Asian,kg,,,no,no,,,,,
HG02736,PJL,South Asian,kg,,South Asian,no,yes,0.037755,0.266537,0.695708,0.695708,European
HG02737,PJL,South Asian,kg,,South Asian,no,yes,0.03625,0.253745,0.710004,0.710004,European
HG02738,PJL,South Asian,kg,,,no,no,,,,,
HG02756,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02757,GWD,African,kg,,African,no,yes,0.999811,0.000179,1e-05,0.999811,African
HG02759,GWD,African,kg,,African,no,yes,0.997213,0.002777,1e-05,0.997213,African
HG02760,GWD,African,kg,,African,no,yes,0.989205,0.010785,1e-05,0.989205,African
HG02761,GWD,African,kg,,,no,no,,,,,
HG02762,GWD,African,kg,,,no,yes,0.994528,0.005462,1e-05,0.994528,African
HG02763,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02764,GWD,African,kg,,,no,no,,,,,
HG02768,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02769,GWD,African,kg,,African,no,yes,0.991842,0.000373,0.007784,0.991842,African
HG02770,GWD,African,kg,,,no,no,,,,,
HG02771,GWD,African,kg,,African,no,yes,0.999577,0.000413,1e-05,0.999577,African
HG02772,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02773,GWD,African,kg,,,no,no,,,,,
HG02774,PJL,South Asian,kg,,South Asian,no,yes,0.056542,0.339762,0.603697,0.603697,European
HG02775,PJL,South Asian,kg,,South Asian,no,yes,0.04395,0.398867,0.557182,0.557182,European
HG02776,PJL,South Asian,kg,,,no,no,,,,,
HG02778,PJL,South Asian,kg,,South Asian,no,yes,0.051556,0.388826,0.559618,0.559618,European
HG02780,PJL,South Asian,kg,,South Asian,no,yes,0.045337,0.381961,0.572702,0.572702,European
HG02783,PJL,South Asian,kg,,South Asian,no,yes,0.053775,0.395833,0.550392,0.550392,European
HG02784,PJL,South Asian,kg,,South Asian,no,yes,0.056208,0.365003,0.578789,0.578789,European
HG02785,PJL,South Asian,kg,,,no,no,,,,,
HG02786,PJL,South Asian,kg,,South Asian,no,yes,0.050486,0.4011,0.548413,0.548413,European
HG02787,PJL,South Asian,kg,,South Asian,no,yes,0.050665,0.390262,0.559072,0.559072,European
HG02788,PJL,South Asian,kg,,,no,no,,,,,
HG02789,PJL,South Asian,kg,,South Asian,no,yes,0.05446,0.389053,0.556487,0.556487,European
HG02790,PJL,South Asian,kg,,South Asian,no,yes,0.056483,0.379819,0.563698,0.563698,European
HG02791,PJL,South Asian,kg,,,no,no,,,,,
HG02792,PJL,South Asian,kg,,South Asian,no,yes,0.058136,0.39349,0.548374,0.548374,European
HG02793,PJL,South Asian,kg,,South Asian,no,yes,0.055692,0.395633,0.548675,0.548675,European
HG02794,PJL,South Asian,kg,,,no,no,,,,,
HG02798,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02799,GWD,African,kg,,African,no,yes,0.993197,0.003228,0.003575,0.993197,African
HG02800,GWD,African,kg,,,no,no,,,,,
HG02804,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02805,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02806,GWD,African,kg,,,no,no,,,,,
HG02807,GWD,African,kg,,African,no,yes,0.978494,1e-05,0.021496,0.978494,African
HG02808,GWD,African,kg,,African,no,yes,0.99159,0.0084,1e-05,0.99159,African
HG02809,GWD,African,kg,,,no,no,,,,,
HG02810,GWD,African,kg,,African,no,yes,0.926608,1e-05,0.073382,0.926608,African
HG02811,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02812,GWD,African,kg,,,no,no,,,,,
HG02813,GWD,African,kg,,African,no,yes,0.997548,0.002442,1e-05,0.997548,African
HG02814,GWD,African,kg,,African,no,yes,0.991124,0.008866,1e-05,0.991124,African
HG02815,GWD,African,kg,,,no,no,,,,,
HG02816,GWD,African,kg,,African,no,yes,0.993226,0.006764,1e-05,0.993226,African
HG02817,GWD,African,kg,,African,no,yes,0.987145,1e-05,0.012845,0.987145,African
HG02818,GWD,African,kg,,,no,no,,,,,
HG02819,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02820,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02821,GWD,African,kg,,,no,no,,,,,
HG02836,GWD,African,kg,,African,no,yes,0.989614,0.00413,0.006256,0.989614,African
HG02837,GWD,African,kg,,African,no,yes,0.996602,0.002109,0.001288,0.996602,African
HG02838,GWD,African,kg,,,no,no,,,,,
HG02839,GWD,African,kg,,African,no,yes,0.993789,0.006201,1e-05,0.993789,African
HG02840,GWD,African,kg,,African,no,yes,0.995125,0.004865,1e-05,0.995125,African
HG02841,GWD,African,kg,,,no,no,,,,,
HG02851,GWD,African,kg,,African,no,yes,0.994178,1e-05,0.005812,0.994178,African
HG02852,GWD,African,kg,,African,no,yes,0.988096,0.003286,0.008617,0.988096,African
HG02853,GWD,African,kg,,,no,no,,,,,
HG02854,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02855,GWD,African,kg,,African,no,yes,0.999653,0.000337,1e-05,0.999653,African
HG02856,GWD,African,kg,,,no,no,,,,,
HG02860,GWD,African,kg,,African,no,yes,0.996288,0.003702,1e-05,0.996288,African
HG02861,GWD,African,kg,,African,no,yes,0.995843,0.004147,1e-05,0.995843,African
HG02862,GWD,African,kg,,,no,no,,,,,
HG02869,GWD,African,kg,,,no,yes,0.98583,1e-05,0.01416,0.98583,African
HG02870,GWD,African,kg,,African,no,yes,0.994125,0.005865,1e-05,0.994125,African
HG02871,GWD,African,kg,,,no,no,,,,,
HG02878,GWD,African,kg,,African,no,yes,0.993534,0.006456,1e-05,0.993534,African
HG02879,GWD,African,kg,,African,no,yes,0.999736,0.000254,1e-05,0.999736,African
HG02880,GWD,African,kg,,,no,no,,,,,
HG02881,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02882,GWD,African,kg,,African,no,yes,0.999794,0.000196,1e-05,0.999794,African
HG02883,GWD,African,kg,,,no,no,,,,,
HG02884,GWD,African,kg,,African,no,yes,0.99745,0.00254,1e-05,0.99745,African
HG02885,GWD,African,kg,,African,no,yes,0.997947,0.002043,1e-05,0.997947,African
HG02886,GWD,African,kg,,,no,no,,,,,
HG02887,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02888,GWD,African,kg,,African,no,yes,0.990761,0.009229,1e-05,0.990761,African
HG02889,GWD,African,kg,,,no,no,,,,,
HG02890,GWD,African,kg,,African,no,yes,0.988253,1e-05,0.011737,0.988253,African
HG02891,GWD,African,kg,,African,no,yes,0.992084,1e-05,0.007906,0.992084,African
HG02892,GWD,African,kg,,,no,no,,,,,
HG02895,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02896,GWD,African,kg,,African,no,yes,0.99998,1e-05,1e-05,0.99998,African
HG02897,GWD,African,kg,,,no,no,,,,,
HG02922,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02923,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02924,ESN,African,kg,,,yes,no,,,,,
HG02938,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02941,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02943,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02944,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02945,ESN,African,kg,,,yes,no,,,,,
HG02946,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02947,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02948,ESN,African,kg,,,yes,no,,,,,
HG02952,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02953,ESN,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02954,ESN,African,kg,,,yes,no,,,,,
HG02964,ESN,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
HG02965,ESN,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
